file,model,source,condition,locality,reference,hypothesis,latency_s
02-16847-01,deepgram,gramvaani,telephony,N/A,हाथुडीह को मिलेगा जल संकट से निजात चलेगा तालाब जोड़ो अभियान खबर है महुदा से अगर सब कुछ योजनाबद्ध तरीके से हुआ तो तो शीघ्र ही हाथुडीह पंचायत के लोगों,हाथों डी को मिलेगा जल संकट से निजात चलेगा तालाब जोड़ो अभियान खबर है महोदय से अगर सब कुछ योजनाबद्ध तरीके से हुआ तो शीघ्र ही हाथों डी पंचायत के लोगों,0.684
13-00315-05,deepgram,gramvaani,telephony,N/A,विधायक सांसद जाना तय होगा,direct counter रहना pay होगा,0.547
02-17346-01,deepgram,gramvaani,telephony,N/A,के अध्यक्षता में संपन्न मंत्री परिषद की बैठक के बैठक के बाद पत्रकारों को सम्बोधित करते हुए मंत्रिमंडल सचिवालय विभाग के प्रधान सचिव,के अध्यक्षता में संपन्न मंत्री परिषद की बैठक की बैठक के बाद पत्रकारों को संबोधित करते हुए मंत्रिमंडल सचिवालय विभाग के प्रधान सचिव,0.513
01-02106-02,deepgram,gramvaani,telephony,N/A,और वे लोग भी अपनी मर्जी से तो एक दू महीना सब्जी बेचतें फिर अपने घर के पालन पोषण के लिए दूसरी जगह मजदूरी के लिए पलायन करते हैं,और वह है लोग भी बीमा जी के ऐसा एक दो महीना सर्दी देते हैं pickup में जाकर पालन पोषण के लिए दूसरी जगह मजदूरी के लिए plan करते हैं,0.475
02-21859-01,deepgram,gramvaani,telephony,N/A,तब तक आप सुनते रहिये हँसी की डोली कार्यक्रम आपके अपने मोबाइल वाणी पर अगर आपको हमारी खट्टी मीठी बातें दोस्तों और परिवार वालो को भी सुनाये,तब तक आप सुनते रहिये हंसी की टोली कार्यक्रम आपके अपने mobile वाणी पर अगर आपको हमारे खर्चे मीठी वाले दोस्तों और परिवार वालों को भी सुनाये,0.491
02-22739-01,deepgram,gramvaani,telephony,N/A,गुड़िया के लिए शायद वो आगे जानेंगे की माजी के बातों का का हमारे पति पर कितना असर पड़ता है हमारे पति हमारा साथ देंगे तब तक के लिए आप हमें बताइये,गुड़िया के लिए शायद वह आगे जानेंगे कि मां जी की बातों का का हमारे पति पर कितना असर पड़ता है हमारे पति हमारा साथ देंगे तब तक के लिए आप हमें बताइए,0.75
01-08047-01,deepgram,gramvaani,telephony,N/A,अधिकार की जानकारी दे तथा महिलाएं किसी भी अधिकार पर बहुत कम ही महिलायें भागीदारी ले पाती है क्योकि पंचायत की अधिकतर महिलाएं अशिक्षित होती,विकास की जानकारी दें तथा महिलाएं किसी भी अधिकार पर बहुत कम की महिलाएं भागीदारी ले पाती है क्योंकि पंचायत के अधिकतर महिलाएं,0.821
01-11183-02,deepgram,gramvaani,telephony,N/A,है जो जोकि चौथी पारी में असंभव बताया जा रहा है इंग्लैंड ने दिन का खेल ख़त्म होने तक बिना किसी नुकसान के तेईस रन बना लिए हैं,जो कि चौथी पारी में असंभव बताया जा रहा है england ने दिन का खेल खत्म होने तक बिना किसी नुकसान के तेईस run बना लिए हैं,1.209
02-16015-01,deepgram,gramvaani,telephony,N/A,की मदद से अफ़ग़ानिस्तान ने लचर शुरुआत से उबरकर बांग्लादेश के खिलाफ एशियाई कप,की मदद से afghanistan ने लचर शुरुआत से उबर कर बांग्लादेश के खिलाफ एशियाई cup,1.671
01-06755-01,deepgram,gramvaani,telephony,N/A,मैं राधु राय धनबाद मोबाइल मीडिया महुदा झारखंड से लव कुश योजना अधर में लटका चिलचिलाती धुप गर्म हवा गर्मी छियालीस डिग्री पर आम जन प्यासे और पशु पक्षी प्यास के मारे बेहाल पानी की खोज में दूर दूर तक भटक रहे,मैं राघव राज धनबाद अग्रवाल बढ़िया सौदा झारखंड जिला कुल्छी योजना घर में लटका इस इलाके दो गर्म हवा गर्मी चालीस degree पर आम जन प्यासे और पशु पत्ती इस प्रकार के मारे बेहाल अन्य क्षेत्रों में लोग दूर दूर तक बचाकर,6.801
01-03176-02,deepgram,gramvaani,telephony,N/A,जाने वाले रोड का पक्कीकरण व सौन्दर्यकरण किया जाएगा मौके पर आदिवासी विकास मंच के प्रवक्ता उमित सोरेन,जाने वाले road का वर्गीकरण और सौंदर्यीकरण किया जाएगा मौके पर आदिवासी विकास मंच के प्रवक्ता उन्नीस सौरेन,0.615
01-06865-02,deepgram,gramvaani,telephony,N/A,बजे तो सुनना न भूलें लें जनता की रिपोर्ट हर शाम पाँच बजे बजे आपके मोबाइल वाणी पर ध धन्यवाद,तो सुनना ना भूले play जनता की report हर शाम five:zero बजे आपके mobile वाणी पर धन्यवाद,0.81
01-06596-02,deepgram,gramvaani,telephony,N/A,किसानो को बोनस नहीं दी दी इस तरह बिहार के किसानो किसानो की आर्थिक स्थिति स्थिति अन्य राज्यों की तुलना में काफी दयनीय है इसके लिए यह सरकार काफी जिम्मेवार है धन्यवाद,किसानों को bonus नहीं दी इस तरह बिहार के किसानों शानो की आर्थिक क्षति अन्य राज्यों की तुलना में काफ़ी देनी है इसके लिए यह सरकार काफ़ी जिम्मेवार है,0.619
01-04132-03,deepgram,gramvaani,telephony,N/A,वन डब ऐट डबल जीरो द्वारा सोलह मार्च दो हजार सोलह को अनुसूचित जाती का प्रमाणपत्र हासिल कर चुनाव में आरक्षण का फायदा ले लिया श्री,one double eight double zero द्वारा सोलह march दो हज़ार सोलह को अनुसूचित जाति का प्रमाण पत्र हासिल कर चुनाव में आरक्षण का फ़ायदा ले लिया three,0.306
01-11742-01,deepgram,gramvaani,telephony,N/A,कर्मचारी राज्य बीमा योजना ना तथा एन पी एस के पास नए सदस्यों के नामांकन पर आधारित हैं हैं रिपोर्ट के अनुसार सितम्बर दो हज़ार सतरह से,कर्मचारी राज्य बीमा योजना तथा nps के पास नए सदस्यों के नामांकन पर आधारित है report के अनुसार september दो हज़ार सत्रह से,1.357
01-05071-03,deepgram,gramvaani,telephony,N/A,एक ऐसा कुछ अधिकर्मियों की गलती मान लो चाहे कुछ किसानों की गलती मान लो तो जरूरी नहीं है कि पूरे मध्य प्रदेश में हमारे सभी किसानों ने बीमा,कि ऐसा कुछ अधिकारियों की गलती मान लो चाहे कुछ किसानों की गलती मान लो तो ज़रूरी नहीं है कि पूरे मध्यप्रदेश में हमारे सभी किसानों ने बीमा,0.418
13-00272-06,deepgram,gramvaani,telephony,N/A,में की बोली गयी है कि बारह बजे दिन से से दो बजे तक ही ताजिया,अखिल मैं बोली गई है कि बारह बजे दिन से दो बजे तक के साथ या,1.035
01-12107-01,deepgram,gramvaani,telephony,N/A,ने छात्र को को इस आधार पर अनुमति दी है कि उसने दो हज़ार अठारह रा राष्ट्रीय पात्रता एवं प्रवेश परीक्षा क्षा असक्षम लोगों के वर्ग में पास की है,ने छात्रों को इस आधार पर अनुमति दी है कि उसने दो हज़ार अठारह पर राष्ट्रीय पात्रता एवं प्रवेश परीक्षा असक्षम लोगों के वर्ग में पास की,0.482
01-11453-01,deepgram,gramvaani,telephony,N/A,रेलवे में गेट मैन के लिए एक हज़ार चार सौ उनासी पदों के लिए करें अप्लाई ख़बर है पटना से पूर्व मध्य रेल ने एक हज़ार चार सौ उनासी पदों के लिए,railway में gateman के लिए एक हज़ार चार सौ उनासी पदों के लिए करें apply खबर है पटना से पूर्व मध्य rail ने एक हज़ार चार सौ उन्नासी पदों के लिए,0.458
01-01599-03,deepgram,gramvaani,telephony,N/A,की बहुत सी तरह की बीमारियाँ जो उत्प्न्न होती हैं जो की किसान भाई लोग काफ़ी दुःख छूटे हुए हैं और ऐसे ही मतलब बहुत सारे किसान हैं लेकिन फिर भी ये उर्वरक हमेशा डालतें हैं और आज तक हमारी झारखण्ड सरकार हैं की कुछ,जी बहुत ही तरह की बीमारियां उत्पन्न होती है जो कि किसान भाई लोग काफ़ी डूब चुके हुए हैं और ऐसे ही मतलब बहुत सारे किसान हैं लेकिन फिर भी यह rural हमेशा डालते हैं और आज तक हमारी झारखंड सरकार ऐसी,1.425
01-10772-03,deepgram,gramvaani,telephony,N/A,योजना लागू किए जाने पर आम लोगों ने सरकार व ज़िला प्रसाशन को बधाई भी दी और अब समाचार खेल से,लागू किए जाने पर आम लोगों ने सरकार व जिला प्रशासन को बधाई भी दी और अब समाचार खेल से,0.433
koramangala-quiet,sarvam,self,quiet,Koramangala,haan bhai main koramangala mein rehta hoon kab aana hai,"हाँ भाई, मैं कोरामंगला में ही रहता हूँ। कैब आना है?",2.124
indranagar-quet,sarvam,self,quiet,Indiranagar,mera ghar indiranagar mein hai 100 feet road ke paas,"मेरे घर इंद्रानगर मेन है, 100 फीट रोड के पास।",2.096
whitefield-quiet,sarvam,self,quiet,Whitefield,office whitefield mein hai roz ghanta bhar jaata hoon,"ऑफिस वाइट फील्ड में है, रोज़ घंटा बाहर जाता हूँ।",2.086
electroniccity-quite,sarvam,self,quiet,Electronic City,haan electronic city phase one mein kaam karta hoon,"हाँ, इलेक्ट्रॉनिक सिटी फेस वन मेन काम करता हूँ।",2.151
Marathahalli-quiet,sarvam,self,quiet,Marathahalli,main marathahalli mein rehta hoon bridge ke paas wala area,"मैं इन मरतहल्ली में रहता हूँ, ब्रिज के पास वाला एरिया है।",2.195
Jayanagar-noisy,sarvam,self,noisy,Jayanagar,jayanagar mein flat dhundh raha hoon koi option hai kya,"जया नागर में फ्लैट ढूंढ रहा हूँ, कोई ऑप्शन है क्या?",2.202
Rajajinagar-noisy,sarvam,self,noisy,Rajajinagar,bhai rajajinagar se majestic kitna time lagta hai,भाई राजाजीनगर से मैजेस्टिक कितना टाइम लगता है?,2.138
Hebbal-noisy,sarvam,self,noisy,Hebbal,main hebbal flyover ke paas hoon abhi traffic mein hoon,"मेन हेब्बल फ्लाईओवर के पास हूं अभी, ट्रैफिक में हूं।",2.091
yelahanka-noisy,sarvam,self,noisy,Yelahanka,yelahanka new town mein ek room chahiye budget kam hai,"इलाहन का न्यू टाउन में एक रूम चाहिए, बजट कम है।",2.083
banashankari-noisy,sarvam,self,noisy,Banashankari,banashankari mein rehti hoon temple ke paas wala area,बनाशंगरी में रहते हों टेम्पुल के पास वाला एरिया।,2.319
hsrlayout-rushed,sarvam,self,rushed,HSR Layout,hsr layout second sector mein hoon jaldi batao,"अरे अरे अरे अरे, एचएसआर लेआउट सेकंड सेक्टर में हो, जल्दी जल्दी बटो।",2.395
btmlayout-rushed,sarvam,self,rushed,BTM Layout,btm layout se silk board kitna door hai bhai jaldi,"बीटीएम लेआउट का सिल्क बोर्ड कितना डोर है भाई, जल्दी?",2.118
majestic-rushed,sarvam,self,rushed,Majestic,majestic bus stand pe hoon bus nikal jaayegi,"दूसरी बस स्टैंड पे हो हम, बस निकल जाएगी।",2.125
silkboard-rushed,sarvam,self,rushed,Silk Board,silk board junction pe jam hai late ho raha hoon,"सिल्क बोर्ड जंक्शन पे जाम है, लेट हो रहा ना हो।",2.152
bellandur-rushed,sarvam,self,rushed,Bellandur,bellandur mein hoon cab book karo jaldi please,"वेलोंदूर मेन हॉन, क्या बुक कर दो जल्दी प्लीज प्लीज प्लीज प्लीज प्लीज प्लीज।",3.162
sarjapur-whisper,sarvam,self,whisper,Sarjapur,sarjapur road pe ek pg dhundh raha hoon affordable chahiye,"सरजाबूर रोड पे एक पेज ढूंढ रहा हूँ, अफोर्डेबल चाहिए।",2.373
bommanahalli-whisper,sarvam,self,whisper,Bommanahalli,bommanahalli mein rehta hoon kaam ke liye apply karna tha,"वह माली में रहता हूँ, काम के लिए अप्लाई करना था।",2.555
krpuram-whisper,sarvam,self,whisper,KR Puram,kr puram station ke paas hoon koi job hai kya paas mein,"कैपी फार्म स्टेशन के पास हूँ, कोई जॉब है क्या पास में?",2.225
peenya-whisper,sarvam,self,whisper,Peenya,peenya industrial area mein supervisor ka kaam chahiye,पेन या इंटेस्ट्रल एरिया में इन सुपरवाइजर का क्या हम चाहिए?,2.156
yeshwanthpur-whisper,sarvam,self,whisper,Yeshwanthpur,yeshwanthpur se koi factory job milegi kya experience hai,यशवंतपुर से कोई फैक्ट्री जॉब में लेंगे क्या एक्सपीरियंस है ये?,2.131
01-04397-02,sarvam,gramvaani,telephony,N/A,बेईमानी और भ्रस्टाचारी की वजह से जनप्रतिनिधि अधिकारी व बिचौलिए माला माल हो रहे हैं,बेईमानी और भ्रष्टाचारी की वजह से जनप्रतिनिधि अधिकारी व बिचौलीय मालामाल हो रहे हैं।,2.52
01-01025-03,sarvam,gramvaani,telephony,N/A,कि बच्चे लेने वालों की संख्या अब समय आ गया है इन बच्चों का जिम्मा सरकार ले और गर्भपात पर रोक लगा दे कौन जनता है,कि बच्चे लेने वालों की संख्या में अब समय आ गया है कि इन बच्चों का जिम्मा सरकार ले और गर्भपात पर रोक लगा दे। कौन जानता है?,2.735
01-09868-01,sarvam,gramvaani,telephony,N/A,नमस्कार आदाब श्रोताओं मैं श्वेता बिहार मोबाइल वाणी पर पेश करती हूँ शाम की सुर्खियाँ मानसून की बारिश से पानी,"नमस्कार, आदाब श्रोताओं। मैं श्वेता बिहार मोबाइल वाणी पर पेश करती हूँ शाम की सुर्खियाँ। मानसून की बारिश से पानी।",2.684
01-08600-03,sarvam,gramvaani,telephony,N/A,लगाने का विकल्प मिल सकता है श्रम मंत्रालय निवेश पर मौजूदा कैप को हटाने के लिए नीति बना रहा है ऐसा होने पर पीएफ खाता धारकों को ज्यादा रिटर्न पाने का मौका मिल सकता है,लगाने का विकल्प मिल सकता है। श्रम मंत्रालय निवेश पर मौजूदा कैप को हटाने के लिए नीति बना रहा है। ऐसा होने पर पीएफ खाता धारकों को ज्यादा रिटर्न पाने का मौका मिल सकता है।,3.316
01-07995-03,sarvam,gramvaani,telephony,N/A,मदिरा नशा जैसी सामाजिक बुराई ने आज हमारे समाज एंव राष्ट्र को एक बड़ी शराब ना केवल लाखों हँसते खेलते परिवारों को रोने पर मजबूर कर दिया,मदूरा लसा जैसी सामाजिक दवाई ने आज हमारे समाज के रमदास को एक बड़ी शराब में केवल लाखों हॉस्पिटल के परिवारों को रोने पर मजदूर कर दिया।,2.595
01-05263-01,sarvam,gramvaani,telephony,N/A,में रहता है आजकल तो लड़की वाले दहेज़ के अलावा लड़की के लड़की के लिए दस से बीस हज़ार,रूप में रहता है। आजकल तो लड़के वाले दहेज के अलावा लड़की के लिए 10 से 20 वर्षों में।,2.381
01-03411-01,sarvam,gramvaani,telephony,N/A,राजू तिवारी आलोक कुमार के अलावे कई लोग उपस्थित थे इसी के साथ मैं शिवनारायण रिपोर्टर बोकारो मोबाइल मीडिया जरीडीह बोकारो से,"राजू तिवारी, आलोक कुमार के अलावा कई लोग उपस्थित थे। इसी के साथ मैं शिव नारायण रिपोर्टर बोकारो मोबाइल मीडिया जरीडी बोकारो से।",2.89
02-16304-01,sarvam,gramvaani,telephony,N/A,आज देखा जा रहा है की हमारे धान के खेत धान मरने की स्थिति में हो गए थी थी आज इस नए झारखण्ड में हमारी बारिश होने का,आज देखा जा रहा है कि हमारे धान के खेत धान मरने की स्थिति में हो गई थी। आज एक मुनाई झारखंड में हमारी बारिश होने का।,2.596
01-00703-03,sarvam,gramvaani,telephony,N/A,गठित की है और जाँच चल रही है बावजूद की कोयला का अवैध उत्खनन एवं तस्करी बद्कसूर जारी है सीसीएल ढोरी प्रक्षेत्र के तारणी परियोजना स्थित,गठित की है और जांच चल रही है। बावजूद भी कोयला का अवैध उत्खनन एवं तस्करी बद्ध सूत जारी है। सीसीएल की ढोली पर क्षेत्र के तारवी परियोजना स्थित है।,3.206
01-00666-01,sarvam,gramvaani,telephony,N/A,प्रतिभागियों को दिया मौके पर दर्जनों सदस्यों ने भाग लिया एवं प्रति पर अपने विचार लिखित रूप से जमा किया मैं राधू राय महुदा धनबाद से,"एक कुशल प्रतिभागी को दिया, मौके पर दर्जनों सदस्यों ने भाग लिया एवं प्रतिभागी पर अपने विचार लिखित रूप से जिम्मा किया। मेरे धन्यवाद से धन्यवाद।",2.894
01-01992-01,sarvam,gramvaani,telephony,N/A,करोड़ों रुपया में मिला हुआ है वैसे भी किसी बच्ची के नाम पर दस हजार बीस हजार पच्चीस हजार तीस हजार रुपया तक बाकया हो जाता है,"करोड़ रुपए में किया हुआ है, जैसे कि किसी व्यक्ति के नाम पर दस हज़ार, बीस हज़ार, पच्चीस हज़ार, तीस हज़ार रुपए तक बाक़ाया हो जाता है।",2.903
01-04281-03,sarvam,gramvaani,telephony,N/A,कोई विश्वासनीय खाका है जिसको आप जानते हैं हैं बिहार मोबाइल वाणी के लिए खजौली मधुबनी से रामाशीष सिंह धन्यवाद,कोई विश्वासीय खाका है जिसको आप जानते हैं? बिहार मोबाइल वाणी के लिए खजौली मधुबनी से रामाश्री सिंह मनोहर।,2.869
01-04493-02,sarvam,gramvaani,telephony,N/A,नमस्कार मधुबनी मोबाइल वाणी के लिए मैं मधवापुर साहरघाट से राजकिशोर यादव मधवापुर प्रखंड के बलवा गाँव में ग्यारह हजार तार पुपरी की ओर जाने वाली सड़क पर आज सुबह गिर गया है ग्यारह हजार तार गिर जाने से,"नमस्कार, मैं मधुबानी मोबाइल वाणी के लिए मैं मधलापुर तारघाट से राजकिशोर जादा। मधलापुर प्रखंड के बलवा गाँव में 11,000 तार ऊपरी चौरों जाने वाली सड़क पर आज सुबह गिर गया है। 11,000 तार गिर जाने से।",3.326
01-08776-01,sarvam,gramvaani,telephony,N/A,इस कार्य में काफ़ी संघर्ष का सामना करना पड़ा अब उन्होंने अर्पण नेचर सवेर ग्रुप बनाकर झी झील की दुबारा खूबसूरती लाने का भरसक प्रयास कर रहे हैं,इस कार्य में काफी संघर्ष का सामना करना पड़ा। अब उन्होंने अर्पन नेचर सेवर ग्रुप बनाकर झील की दोबारा खूबसूरती लाने का बढ़सक प्रयास कर रहे हैं।,3.348
01-10651-02,sarvam,gramvaani,telephony,N/A,की वजह से जनता को परेशान होना पड़ेगा पुलिस मुख्यालय की पहल को नया नंबर अलोट करने का निर्णय लिया,इसकी वजह से जनता को परेशान होना पड़ेगा। पुलिस मुख्यालय की पहल को नया नंबर अलॉट करने का निर्णय लिया।,2.877
01-00622-03,sarvam,gramvaani,telephony,N/A,जो भी है पहले का पंचायत भवन पुराना टुटल फुटल उसमें हमलोग बैठक चलाते हैं तो उसमे बरसात के सीजन में पानी घुस जाता है और धँसने वाला भी है है कहीं बैठक के समय धँस गया तो फिर लोगों की,तो जो भी है पहले का पंचायत भवन पुराना टुटल फुटल उसमें हम लोग बाइक चलाते हैं तो उसमें वर्षा का सीजन में पानी घुस जाता है और दसने का वाला भी है कहीं बैठे समय दस जाएगा तो फिर लोगों की,2.825
01-10039-03,sarvam,gramvaani,telephony,N/A,ये खुल गया प्राइस बैंड चार सौ अठारह से चार सौ बाईस रूपए और मिनिमम लोट साइज़ इज़ पैंतीस शेयर रखा गया है आई पी ओ दस अगस्ट तक खुला रहेगा,यह खुल गया। प्राइस बैंड 418 से 422 रुपये और मिनिमम लॉट साइज 35 शेयर रखा गया है। आईपीओ 10 अगस्त तक खुला रहेगा।,2.572
01-03999-01,sarvam,gramvaani,telephony,N/A,की सर्विस लगा पर रोक लगा कर रख दिया गया है पैदल चलने वाले यात्रियों को बहुत दिक्कत होती हैं साथ ही दो पहिये वाहन तथा चार पहिये वाहन के गुजरने में भारी दिक्कतें होती है,,0.0
02-12587-02,sarvam,gramvaani,telephony,N/A,से जिससे हमारा जीवन प्रभावित होती है होती है और आज भी हम एक ऐसे ही मुद्दे के साथ हाज़िर है आपके सामने,,0.0
01-11496-02,sarvam,gramvaani,telephony,N/A,अंत में समाचार खेल जगत से एशियाई खेल अंकिता के कांस्य के बाद भारत,,0.0
02-12399-02,sarvam,gramvaani,telephony,N/A,नमस्कार आदाब श्रोताओं देश के कौन कौन से किसान मज़दूर यूनियन काफ़ी संख्या में इकठ्ठा होकर सरकार से अपनी माँगों को लेकर दिल्ली के पार्लियामेंट स्ट्रीट में धरना,,0.0
01-09796-02,sarvam,gramvaani,telephony,N/A,का एलान भारत और इंग्लैंड के बीच नौ अगस्त से लॉर्ड्स में खेले जाने वाले वाले दूसरे टेस्ट मैच के लिए गयी है एक वेस्टर्न टेस्ट में इंग्लैंड ने भारत को इकतीस रन,,0.0
01-07562-01,sarvam,gramvaani,telephony,N/A,आवश्यक है है किन्तु नियोजित शिक्षको की मामले में न्यूनतम वेतन अठारह हजार लागू नहीं किया गया है जिसके लिए,"आवश्यक है, है, किंतु नियोजित शिक्षकों के मामले में न्यूनतम वेतन 18,000 लागू नहीं किया गया है, जिसके लिए।",2.653
01-04320-03,sarvam,gramvaani,telephony,N/A,मुंगेर नगर निगम की बदहाली व्यवस्था के कारण शहर वासियों को शुद्ध पेय जल नहीं मिल रहा है नगर निगम के साथ संचालित कस्तुरबा वॉटर वर्क्स,मुंगेर नगर निगम की बदहालत व्यवस्था के कारण शहरवासियों को शुद्ध पेयजल नहीं मिल रहा है। नगर निगम के साथ संचालित सुरवा वाटर बॉक्स।,2.86
01-08017-03,sarvam,gramvaani,telephony,N/A,के बेहतरीन महिला को एक पारदर्शी महिला को पंचायत में इनका आ आरक्षण मिले और उसका विकास हो आने वाले दिन में,"एक बेहतरीन महिला को, एक पारदर्शी महिला को पंचायत में इसका आरक्षण मिले और इसका विकास हो आने वाले दिन में।",2.754
01-10457-02,sarvam,gramvaani,telephony,N/A,इस देश के कई भाग से हैं जहाँ सिंचाई सुविधा के आभाव मैं बारिश पर निर्भर रहते हैं अगर बारिश समय पर नहीं हुए तो सारा फसल बर्बाद अब ऐसे मैं किसान करे तो क्या करे,इस देश के कई भाग ऐसे हैं जहां अधिकांत सिंचाई सुविधा के अभाव में खेल रही बारिश पर निर्भर रहते हैं और अगर बारिश समय पर नहीं हुई तो सारा फसल बर्बाद अब ऐसे में किसान करें तो क्या करें,3.115
02-14905-01,sarvam,gramvaani,telephony,N/A,श्री पावन भगत अशोक केसरी पवन केसरी विजय मिश्रा उदय लाहाकर प्रवीन मिश्रा मंटू भगत सहित गणेश मंदिर समिति के सभी सदस्य मौजुद वही बताते चले की मोबाइल वाणी के द्वारा ही,"श्री पवन भगत, अशोक केसरी, पवन केसरी, विजय मिश्रा, उदय लाहकार, प्रवीण मिश्रा, मंटू भगत सहित गणेश मंदिर समिति के सभी सदस्य में वहीं बताते चले कि मोबाइल वाणी के द्वारा ही।",3.463
02-17467-01,sarvam,gramvaani,telephony,N/A,मोबाइल वाणी के बेहद लोकप्रिय और ख़ास कार्यक्रम खबरें जरा हट के में आपका स्वागत है,,0.0
01-00097-03,sarvam,gramvaani,telephony,N/A,इस मध्य प्रदेश मोबाइल वाणी के सभी सुनने वाले श्रोताओं को और मेरे मित्रों को सभी को हार्दिक हार्दिक शुभकामनाएं धन्यवाद नमस्कार,"इस मध्य प्रदेश मोबाइल वाणी के सभी सुनने वाले श्रोताओं को और मेरे मित्रों को सभी को हार्दिक हार्दिक शुभकामनाएं, धन्यवाद, नमस्कार।",2.685
02-13426-02,sarvam,gramvaani,telephony,N/A,आँगनबाड़ी सहायिकाओं को पन्द्रह सौ रूपए के स्थान पर बाईस सौ सौ पचास रूपए मिलेंगे और अब ख़बर खेल जगत से कुछ देर में शुरू होगा पाँचवें दिन दिन का खेल शाख बचाने को उतरेगी टीम इंडिया ख़बर है नई दिल्ली से,,0.0
02-14654-01,sarvam,gramvaani,telephony,N/A,याद है की मनरेगा में लंबित मजदूरी भुगतान नहीं होने के सम्बन्ध में शिकायतें प्राप्त हो रही थी राज्य शासन द्वारा शिकायतों के निराकरण के लिए ग्राम पंचायतों में कलस्टर,ज्ञात है कि मनरेगा में लंबित मजदूरी भुगतान नहीं होने के संबंध में शिकायतें प्राप्त हो रही थीं। राज्य शासन द्वारा शिकायतों के निराकरण के लिए ग्राम पंचायतों में क्लस्टर।,2.795
01-03123-03,sarvam,gramvaani,telephony,N/A,फ़िलहाल जारी अधिकतम तापमान का ट्रेंड गेहूं और दलहन का  यदि तापमान का रुख ऐसा ही जारी रहा,,0.0
02-12354-02,sarvam,gramvaani,telephony,N/A,तिलका मांझी भागलपुर विश्वविद्यालय प्रशासन ने बी ए फर्स्ट इयर दो हज़ार सतरह उन्नीस का परीक्षा कार्यक्रम घोषित कर दिया है परीक्षा दूसरी पाली में दो बजे,तिलका माही भागरपुर विश्वविद्यालय प्रशासन ने बीएड फर्स्ट ईयर 2017-19 का परीक्षा कार्यक्रम घोषित कर दिया है। परीक्षा दूसरी पाली में 2 बजे।,2.918
01-07629-02,sarvam,gramvaani,telephony,N/A,और पछताना नहीं पड़ता है बहुत से ऐसे गाँव के विद्यार्थी को मैंने देखा है की कई,,0.0
01-06461-03,sarvam,gramvaani,telephony,N/A,मुंगेर प्रखंड क्षेत्र में बिजली के लिए हाहाकार मचा हुआ है चौबीस घंटे में से मात्र आठ से बारह घंटे तक भी बिजली नहीं मिलती है,मुंगेर प्रखंड क्षेत्र में बिजली के लिए हाहाकार मचा हुआ है। चौबीस घंटे में से मात्र आठ से बारह घंटे तक भी बिजली नहीं मिलती है।,2.836
13-00159-01,sarvam,gramvaani,telephony,N/A,विरोधियों के बीच होने वाले इस मैच की तारीख से नाराज़ है बी सी सी ज है बी सी सी आई ने एशिया कप के कार्यक्रम में भारत और पाकिस्तान के मैच की मैच की तारीख पर आपत्ति जताई है,,0.0
01-03050-02,sarvam,gramvaani,telephony,N/A,मैं राजीव कुमार ठाकुर जिला मुंगेर मुंगेर की आवाज़ से बाबा धरमदास मंदिर के निर्माण समिति द्वारा संकल्प दिवस का आयोजन,"मैं राजीव कुमार ठाकुर, जिला मुंगेर, मुंगेर की आवास से, बाबा धर्मदास मंदिर निर्माण समिति द्वारा संकल्प दिवस का आयोजन।",2.628
01-04208-01,sarvam,gramvaani,telephony,N/A,एक राज्य की छवि छवि खराब करने की ही और दूसरी राज्य को अपने शिक्षा व्यवस्था को ज्यादा गंभीरता से लेने के लिए बाध्य करने की करने की बिहार बोर्ड की परीक्षा में अभिभावकों द्वारा खुलेआम नकल कराने की तस्वीर दुनिया भर में चर्चित हुई थी,,0.0
02-21289-01,sarvam,gramvaani,telephony,N/A,डेढ़ साल पहले ही हम शादी के बंधन में बंधे है इस घर के इकलौते बेटे होने के नाते बचपन से ही सबके लाड प्यार ने इन्हे बिगाड़ रखा है रखा है सुबह से शाम ये अपने काम पर रहते है,"डेढ़ साल पहले ही हम शादी के बंधन में बंधे हैं। इस घर के इकलौते बेटे होने के नाते बचपन से ही सबके लाड प्यार ने इन्हें बिगाड़ रखा है। खैर, सुबह से शाम ये अपने काम पर रहते हैं।",3.12
02-13499-02,sarvam,gramvaani,telephony,N/A,मोदी सरकार ने आशा कार्यकर्ताओं का भत्ता दो गुना किया प्रधानमंत्री बीमा भी मुफ्त मिलेगा,,0.0
01-06401-03,sarvam,gramvaani,telephony,N/A,लगभग तीन तीन सौ की आबादी वाले बरवाडीह गाँव ना एक कुआँ ना तालाब है नहाने के लिए यहाँ के लोगो को करीब डेढ़ किलोमीटर की दूरी तय कर,लगभग तीन सौ की आबादी वाले बरवा भी गांव ना एक कुआँ ना तालाब है। नहाने के लिए यहाँ के लोगों को करीब डेढ़ किलोमीटर की दूरी सहकर।,2.758
01-02125-02,sarvam,gramvaani,telephony,N/A,नमस्कार श्रोता मित्रों मेट्रिक की परीक्षा की शुरुआत शांतिपूर्ण तैतालिस परीक्षार्थी अनुपस्थित रहे मैं जेएम रंगीला कोऑर्डिनेटर बोकारो से झारखण्ड मोबाइल वाणी,,0.0
