file,model,source,condition,locality,reference,hypothesis,latency_s
01-05555-02,indicwhisper,gramvaani,telephony,N/A,किसानों को यह जानकारी किसान पाठशाला लगाकर उपलब्ध कराई जाए की जानकारी प्रखंड पीसी ने बताया की ये कार्यक्रम  में चलाया जायेगा जिसके लिए चयन की प्रक्रि प्रक्रिया अंतिम चरण उन्होंने बताया की चयनित,किसानों को यह जानकारी किसान पाठशाला लगाकर उपलब्ध कराई जाएगी इसकी जानकारी प्रखंड कृषि ने बताया की यह कार्यक्रम बैठकों में चलाया जाएगा इसके लिए चयन की प्रक्रिया अंतिम चरम उन्होंने बताया की चयनित,43.94
02-15827-01,indicwhisper,gramvaani,telephony,N/A,सहकारी मुखिया सिकंदर  दिवाकर महतो उमेश कुमार चौबे चौबे मिथिलेश महाराज विनीत जैसवाल सोहेल अंसारी ने,मुखिया सिकंदर का पददा दिवाकर महतो उमेश कुमार चौबे मोबाइल मीडिया महाराज विनीत जयसवाल सोहैल अंसारी ने,19.268
01-11055-03,indicwhisper,gramvaani,telephony,N/A,कि कोई भी परेशानी होने पर आम लोग उनसे सीधा संपर्क कर सकते हैं एवं उनका हर मदद किया जाएगा इस कार्यक्रम को लेकर वहाँ उपस्थित लोगों के बीच,की कोई भी परेशानी होने आरोप आम लोग उनसे सीधा संपर्क कर सकते है एवं उनका हर मदद किया जायेगा इस कार्यक्रम को लेकर वहाँ उपस्थित लोगो के बीच,26.643
01-10891-03,indicwhisper,gramvaani,telephony,N/A,सरकारी विमान कंपनी एयर इंडिया के पायलटों के  अपने उड़ान भत्तों के बकायें का तत्काल भुगतान नहीं होने पर परिचालन पायलटों का कहना है कि अन्य कर्मचारियों के वेतन और भत्तों का देर से ही सही लेकिन पूरा भुगतान हो रहा हैं,सरकारी विमानन कंपनी एयर इंडिया के पायलटों के एक ने अपने उड़ान भत्तों के बकाया का तत्काल भुगतान नहीं होने आरोप परिचालन पायलटों का कहना है की अन्य कर्मचारियों के वेतन और भत्तों का देर से ही सही लेकिन पूरा भुगतान हो रहा है,46.891
02-18071-01,indicwhisper,gramvaani,telephony,N/A,हम लोगों को वेतन नहीं दिया जा रहा हैं इधर जिस आवास में हम लोग रहते हैं उस उसके मालिक को भी कंपनी की और से से ताला बंद करने का फरमान दिया गया है,ऐसी हम लोगों को वेतन नहीं दिया जा रहा है इधर जिस आवास में हम लोग रहते है उसके मालिक को भी कंपनी की ओर ऐसी ताला बंद करने का फरमान दिया गया है,25.335
02-17099-01,indicwhisper,gramvaani,telephony,N/A,मै रजनी कुमार सिंह जमुई से सोमवार को जिला परिषद की सामान्य बैठक अध्यक्ष व उपाध्यक्ष की,मैं रजनी कुमार सिंह जमुई ऐसी सोमवार को जिला परिषद की सामान्य बैठक अध्यक्ष वगैरह उपाध्यक्ष की,17.358
01-06730-01,indicwhisper,gramvaani,telephony,N/A,है काफी प्रदूषण को लेकर आम लोगों को भी को भी जागरूक होने जरुरत है अन्यथा एक ऐसा समय आएगा जब प्रदूषण के दूषण के कारण जीवन  धन्यवाद,साथ ही प्रदूषण को लेकर आम लोगों को भी जागरूक होना जरुरत है यह न था एक ऐसा समय आयेगा जब प्रदूषण के कारण जीवन का धन्यवाद,26.409
01-10262-03,indicwhisper,gramvaani,telephony,N/A,उद्देश्य है तभी तो इसमें सरकारी खर्च कल्याणकारी योजनाओं का चयन उनकी योजना का निष्पादन के तरीके और अनुवर्ती तरीके की लिए बहुत सारी विधियाँ होंगी,उद्देश्य है तभी तो इसमें सरकारी खर्च कल्याणकारी योजनाओं का चयन उनकी योजना का निष्पादन के तरीके और अनुवर्ती तरीके के लिए बहुत सारी विधियाँ होंगी,30.935
01-03753-01,indicwhisper,gramvaani,telephony,N/A,ग्राम पंचायत द्वारा प पानी की कोई सुविधा नहीं की जा रही है है यदि दि ग्राम पंचायत त द्वारा प पानी की कुछ की गयी है है तो,ग्राम पंचायत द्वारा पानी की कोई सुविधा नहीं की जा रही है यदि ग्राम पंचायत द्वारा पानी की कुछ की गयी है तो,20.524
01-01568-03,indicwhisper,gramvaani,telephony,N/A,और गुप्त रूप से छापामारी कर कार्रवाई करने का मापदंड अपनाने चाहिए मैं तेजनरायण ब्रह्मर्षि शान्ति प्रेरक की ओर से बिहार मोबाइल वाणी के लिए मधुबनी से से धन्यवाद,और गुप्त रूप ऐसी छापामारी कर राजवाई करने का मापदंड अपनाने चाहिए मैं तेज नरेंद्र महतो शांति की ओर ऐसी बिहार मोबाइल वाणी के लिए मधुबनी ऐसी धन्यवाद,31.56
01-00990-03,indicwhisper,gramvaani,telephony,N/A,दो महिना बीत जाने के बाद भी पोषाहार जो आंगनबाड़ी केन्द्रों धातृ माता बच्चों को दिया जाना है वो नहीं दी गई मैं झारखण्ड मोबाइल वाणी के माध्यम से,दो महिना बीत जाने के बाद भी आंगनबाड़ी केंद्रों में झारखण्ड मोबाइल वाणी के माध्यम ऐसी,25.127
01-11618-03,indicwhisper,gramvaani,telephony,N/A,इस मौके पर कम्युनिटी के सदस्य अद्या अमित कुमार भगत संपन गुप्ता सचिन नवीन बर्णवाल महासचिव सजन गुप्ता कोषाध्यक्ष मुन्ना केसरी प्रवीण मिश्रा राजेश मिश्रा भूपेश सिन्हा,इस मौके आरोप कपड़ती के सदस्य अजय अमित कुमार भगत पम्पम गुप्ता सचिन नवीन बंडवाल महासचिन रजन गुप्ता कोसा अध्यक्ष मुन्ना केसरी प्रदीप मिश्र राजेश मिश्रा भूपेश सिन्हा,37.422
01-04428-03,indicwhisper,gramvaani,telephony,N/A,सात प्रखंड कार्यालय में आधार कार्ड बनाने के लिए आयोजित तीन दिवसीय शिविर आज गुरुवार को समापन हो गया तीसरे और अंतिम दिन आधार कार्ड बनाने के लिए लोगो की काफी काफी भीड़ उमड़ पड़ी थी,राहत प्रखंड कार्यालय में आधार कार्ड बनाने के लिए आयोजित तीन दिवसीय शिविर आज गुरुवार को समापन हो गया तीसरे रन चीन दिन आधार कार्ड बनाने के लिए लोगो की काफी भीड़ उमड़ पड़ी थी,39.277
02-13646-02,indicwhisper,gramvaani,telephony,N/A,नमस्कार दोस्तों गिद्धौर मोबाइल वाणी से मैं संजीवन कुमार सिंह सुहागिन महिलाओं ने पति के दीर्घआयु के लिए आज रखा है निर्जला उपवास पति के दीर्घ आयु के लिए सुहागिन महिलाओं ने,नमस्कार दोस्तों विश्व मोबाइल वाणी ऐसी मई संजीवन कुमार सिंह सुहागिन महिलाओं ने पाती के दीर्घायु के लिए आय रखा है निर्जला हुआ पाती के दीर्घायु के लिए सुहागिन महिलाओं ने,36.262
01-05501-03,indicwhisper,gramvaani,telephony,N/A,देख छप्पन इंच का सीना आतंकवादियों को आया पसीना कह रहा है हिन्दू हिंदुस्तान सुधर जाओ रे पाकिस्तान,देश छप्पन इंच का सेना आतंकवादियों को आयात देना कर रहा है हिंदुस्तान सुधर जा रहे पाकिस्तान,16.813
01-01738-02,indicwhisper,gramvaani,telephony,N/A,भ्रष्टाचार शिष्टाचार बन गया है सभी जगह घूसखोरी निगरानी द्वारा उसी को पकड़ा जा रहा है जिस पर कोई पब्लिक पड़ गए हो और उसे पकड़वाया हो,भ्रष्टाचार शिष्टाचार बन गया है सभी जगह बुस्कोरी निगरानी द्वारा उसी को पकड़ा जा रहा है जिस आरोप कोई पब्लिक पड़ गए हो और उसे पकड़वाया हो,28.545
02-16847-01,indicwhisper,gramvaani,telephony,N/A,हाथुडीह को मिलेगा जल संकट से निजात चलेगा तालाब जोड़ो अभियान खबर है महुदा से अगर सब कुछ योजनाबद्ध तरीके से हुआ तो तो शीघ्र ही हाथुडीह पंचायत के लोगों,हाथो डी को मिलेगा जल संकट ऐसी निजात चलेगा तालाब जोड़ो अभियान खबर है महुदा ऐसी अगर सब कुछ योजनाबद्ध तरीके ऐसी हुआ तो शीघ्र ही हाथो डी पंचायत के लोगो,32.835
13-00315-05,indicwhisper,gramvaani,telephony,N/A,विधायक सांसद जाना तय होगा,विधायक सांसद रहना तय होगा,5.478
02-17346-01,indicwhisper,gramvaani,telephony,N/A,के अध्यक्षता में संपन्न मंत्री परिषद की बैठक के बैठक के बाद पत्रकारों को सम्बोधित करते हुए मंत्रिमंडल सचिवालय विभाग के प्रधान सचिव,की अधिकता में सम्पन्न मंत्री परिषद की बैठक के बाद पत्रकारों को सम्बोधित करते हुए मंत्रिमंडल सचिवालय विभाग के प्रधान सचिव,23.102
01-02106-02,indicwhisper,gramvaani,telephony,N/A,और वे लोग भी अपनी मर्जी से तो एक दू महीना सब्जी बेचतें फिर अपने घर के पालन पोषण के लिए दूसरी जगह मजदूरी के लिए पलायन करते हैं,और वही लोग भी बेमर्जी के हिस्सा एक दो महिना सब्जी देते है फिर अपने घर के पालन कोशिश के लिए दूसरी जगह मजदूरी के लिए काम करते है,24.777
02-21859-01,indicwhisper,gramvaani,telephony,N/A,तब तक आप सुनते रहिये हँसी की डोली कार्यक्रम आपके अपने मोबाइल वाणी पर अगर आपको हमारी खट्टी मीठी बातें दोस्तों और परिवार वालो को भी सुनाये,तब तक आप सुनते रहिये हँसी की टोली कार्यक्रम आपके अपने मोबाइल वाणी आरोप और जी अगर आपको हमारी खच्चे मीठे बातें दोस्तों और परिवार वालों को भी सुनाए,31.545
02-22739-01,indicwhisper,gramvaani,telephony,N/A,गुड़िया के लिए शायद वो आगे जानेंगे की माजी के बातों का का हमारे पति पर कितना असर पड़ता है हमारे पति हमारा साथ देंगे तब तक के लिए आप हमें बताइये,गुडिया के लिए शायद वो आगे जानेंगे की माँ जी की बातों का हमारे पाती आरोप कितना असर पड़ता है हमारे पाती हमारा साथ देंगे तब तक के लिए आप हमें बताए,28.599
01-08047-01,indicwhisper,gramvaani,telephony,N/A,अधिकार की जानकारी दे तथा महिलाएं किसी भी अधिकार पर बहुत कम ही महिलायें भागीदारी ले पाती है क्योकि पंचायत की अधिकतर महिलाएं अशिक्षित होती,अधिकार की जानकारी दे तथा महिलाएं किसी भी अधिकार आरोप बहुत कम की महिलाएं भागीदारी ले पाती है क्यूँकी पंचायत के अधिकतर महिलाएं,27.022
01-11183-02,indicwhisper,gramvaani,telephony,N/A,है जो जोकि चौथी पारी में असंभव बताया जा रहा है इंग्लैंड ने दिन का खेल ख़त्म होने तक बिना किसी नुकसान के तेईस रन बना लिए हैं,है जो की चौथी पारी में असंभव बताया जा रहा है इंग्लैंड ने दिन का खेल खत्म होने तक बिना किसी नुकसान के तेईस रन बना लिए है,22.92
02-16015-01,indicwhisper,gramvaani,telephony,N/A,की मदद से अफ़ग़ानिस्तान ने लचर शुरुआत से उबरकर बांग्लादेश के खिलाफ एशियाई कप,की मदद ऐसी अफगानिस्तान ने लचर शुरुआत ऐसी उबर कर बंग्लादेश के खिलाफ एशियाई कप,15.927
01-06755-01,indicwhisper,gramvaani,telephony,N/A,मैं राधु राय धनबाद मोबाइल मीडिया महुदा झारखंड से लव कुश योजना अधर में लटका चिलचिलाती धुप गर्म हवा गर्मी छियालीस डिग्री पर आम जन प्यासे और पशु पक्षी प्यास के मारे बेहाल पानी की खोज में दूर दूर तक भटक रहे,मैं राधू राय धनबाद मोबाइल मीडिया महुदा झारखण्ड जिला पुरुष की योजना आधार में लटका इस जिला के दूध गर्म हवा गर्मी चालीस डिग्री पर आम जन प्याज और पशु पक्षी की प्याज के मारे बिहार पानी की तोह में लोग दूर दूर तक भटक रहे,54.851
01-03176-02,indicwhisper,gramvaani,telephony,N/A,जाने वाले रोड का पक्कीकरण व सौन्दर्यकरण किया जाएगा मौके पर आदिवासी विकास मंच के प्रवक्ता उमित सोरेन,जाने वाले रोड का पक्कीकरण और सौंदर्यीकरण किया जाएगा मौके आरोप आदिवासी विकास मंच के प्रवक्ता उमेश सोरेन,20.063
01-06865-02,indicwhisper,gramvaani,telephony,N/A,बजे तो सुनना न भूलें लें जनता की रिपोर्ट हर शाम पाँच बजे बजे आपके मोबाइल वाणी पर ध धन्यवाद,तो सुनना न भूलें जनता की रिपोर्ट हर शाम पांच बजे आपके मोबाइल वाणी आरोप धन्यवाद,16.897
01-06596-02,indicwhisper,gramvaani,telephony,N/A,किसानो को बोनस नहीं दी दी इस तरह बिहार के किसानो किसानो की आर्थिक स्थिति स्थिति अन्य राज्यों की तुलना में काफी दयनीय है इसके लिए यह सरकार काफी जिम्मेवार है धन्यवाद,किसानों को बोनस नहीं दी इस तरह बिहार के किसानों की आर्थिक स्थिति अन्य राज्यों की तुलना में काफी दयनीय है इसके लिए सरकार काफी जिम्मेदार है,27.541
01-04132-03,indicwhisper,gramvaani,telephony,N/A,वन डब ऐट डबल जीरो द्वारा सोलह मार्च दो हजार सोलह को अनुसूचित जाती का प्रमाणपत्र हासिल कर चुनाव में आरक्षण का फायदा ले लिया श्री,वन डबल जीरो द्वारा सोलह मार्च दो हजार सोलह को अनुसूचित जाती का प्रमाण पत्र हासिल कर चुनाव में आरक्षण का फायदा ले लिया श्री,25.291
01-11742-01,indicwhisper,gramvaani,telephony,N/A,कर्मचारी राज्य बीमा योजना ना तथा एन पी एस के पास नए सदस्यों के नामांकन पर आधारित हैं हैं रिपोर्ट के अनुसार सितम्बर दो हज़ार सतरह से,कर्मचारी राज्य विमान योजना तथा एन पी जी एस के पास नए सदस्यों के नामांकन आरोप आधारित है रिपोर्ट के अनुसार सितम्बर दो हजार सत्रह ऐसी,25.883
01-05071-03,indicwhisper,gramvaani,telephony,N/A,एक ऐसा कुछ अधिकर्मियों की गलती मान लो चाहे कुछ किसानों की गलती मान लो तो जरूरी नहीं है कि पूरे मध्य प्रदेश में हमारे सभी किसानों ने बीमा,की ऐसा कुछ अधिकारियों की गलती मान लो चाहे कुछ किसानों की गलती मान लो तो ज़रूरी नहीं है की पुरे मध्य प्रदेश में हमारे सभी किसानों ने बीमा,25.44
13-00272-06,indicwhisper,gramvaani,telephony,N/A,में की बोली गयी है कि बारह बजे दिन से से दो बजे तक ही ताजिया,अपील में की बोली गयी है की बारह बजे दिन ऐसी दो बजे तक,10.428
01-12107-01,indicwhisper,gramvaani,telephony,N/A,ने छात्र को को इस आधार पर अनुमति दी है कि उसने दो हज़ार अठारह रा राष्ट्रीय पात्रता एवं प्रवेश परीक्षा क्षा असक्षम लोगों के वर्ग में पास की है,छात्र को इस आधार आरोप अनुमति दी है की उसने दो हजार अठारह राष्ट्रीय पात्रता एवं प्रवेश परीक्षा असक्षम लोगो के वर्ग में पास की है,26.874
01-11453-01,indicwhisper,gramvaani,telephony,N/A,रेलवे में गेट मैन के लिए एक हज़ार चार सौ उनासी पदों के लिए करें अप्लाई ख़बर है पटना से पूर्व मध्य रेल ने एक हज़ार चार सौ उनासी पदों के लिए,रेलवे में गेट मैन के लिए एक हजार चार सौ उनासी पदों के लिए करें अप्लाई खबर है पटना ऐसी पूर्व मध्य रेल ने एक हजार चार सौ उनासी पदों के लिए,27.483
01-01599-03,indicwhisper,gramvaani,telephony,N/A,की बहुत सी तरह की बीमारियाँ जो उत्प्न्न होती हैं जो की किसान भाई लोग काफ़ी दुःख छूटे हुए हैं और ऐसे ही मतलब बहुत सारे किसान हैं लेकिन फिर भी ये उर्वरक हमेशा डालतें हैं और आज तक हमारी झारखण्ड सरकार हैं की कुछ,की बहुत ही तरह की बीमारियाँ तो उत्पन होती है जो की किसान भाई लोग काफी डूब चुके हुए है और ऐसे ही मतलब बहुत सरे किसान है लेकिन फिर भी ये उर्वरत हमेशा डालते है और आज तक हमारी झारखण्ड सरकार ऐसी कुछ,42.591
01-10772-03,indicwhisper,gramvaani,telephony,N/A,योजना लागू किए जाने पर आम लोगों ने सरकार व ज़िला प्रसाशन को बधाई भी दी और अब समाचार खेल से,लागू किए जाने आरोप आम लोगो ने सरकार वगैरह जिला प्रशासन को बधाई भी दी और अब समाचार खेल ऐसी,18.304
