file,model,source,condition,locality,reference,hypothesis,latency_s
01-10891-03,deepgram,gramvaani,telephony,N/A,सरकारी विमान कंपनी एयर इंडिया के पायलटों के  अपने उड़ान भत्तों के बकायें का तत्काल भुगतान नहीं होने पर परिचालन पायलटों का कहना है कि अन्य कर्मचारियों के वेतन और भत्तों का देर से ही सही लेकिन पूरा भुगतान हो रहा हैं,सरकारी विमानन company air india के pilotओं के एक ने अपने उड़ान भक्तों के बकाया का तत्काल भुगतान नहीं होने पर परिचालन पायलटओं का कहना है कि अन्य कर्मचारियों के वेतन और भक्तों का देर से ही सही लेकिन पूरा भुगतान हो रहा है,1.345
02-18071-01,deepgram,gramvaani,telephony,N/A,हम लोगों को वेतन नहीं दिया जा रहा हैं इधर जिस आवास में हम लोग रहते हैं उस उसके मालिक को भी कंपनी की और से से ताला बंद करने का फरमान दिया गया है,हम लोगो को वेतन नहीं दिया जा रहा है इधर जिस आवास में हम लोग रहते है उसके मालिक को भी company की ओर से ताला बंद करने का फरमान दिया गया है,0.792
02-17099-01,deepgram,gramvaani,telephony,N/A,मै रजनी कुमार सिंह जमुई से सोमवार को जिला परिषद की सामान्य बैठक अध्यक्ष व उपाध्यक्ष की,मैं रजनी कुमार सिंह जमुई से सोमवार को जिला परिषद की सामान्य बैठक अध्यक्ष हुआ उपाध्यक्ष की,0.673
01-06730-01,deepgram,gramvaani,telephony,N/A,है काफी प्रदूषण को लेकर आम लोगों को भी को भी जागरूक होने जरुरत है अन्यथा एक ऐसा समय आएगा जब प्रदूषण के दूषण के कारण जीवन  धन्यवाद,साथ ही प्रदूषण को लेकर आम लोगों को भी को भी ज़रूरत है या ना था एक ऐसा समय आएगा जब प्रदूषण के प्रदूषण के कारण जीवन का धन्यवाद,0.663
01-10262-03,deepgram,gramvaani,telephony,N/A,उद्देश्य है तभी तो इसमें सरकारी खर्च कल्याणकारी योजनाओं का चयन उनकी योजना का निष्पादन के तरीके और अनुवर्ती तरीके की लिए बहुत सारी विधियाँ होंगी,उद्देश्य है तभी तो इसमें सरकारी खर्च कल्याणकारी योजनाओं का चयन उनकी योजना का निष्पादन के तरीके और अनुवर्ती तरीके के लिए बहुत सारी विधियां होंगी,0.714
01-03753-01,deepgram,gramvaani,telephony,N/A,ग्राम पंचायत द्वारा प पानी की कोई सुविधा नहीं की जा रही है है यदि दि ग्राम पंचायत त द्वारा प पानी की कुछ की गयी है है तो,gram पंचायत द्वारा पक पाने की कोई सुविधा नहीं की जा रही है यदि gram पंचायत sir द्वारा पक पाने की कोई की गई है तो,0.856
01-01568-03,deepgram,gramvaani,telephony,N/A,और गुप्त रूप से छापामारी कर कार्रवाई करने का मापदंड अपनाने चाहिए मैं तेजनरायण ब्रह्मर्षि शान्ति प्रेरक की ओर से बिहार मोबाइल वाणी के लिए मधुबनी से से धन्यवाद,और गुप्त रूप से माता मालिक कार्तिक का मापदंड अपना लेकर आइए मैं सेरमसीत शांति clerk की ओर से बिहार mobile वाणी के लिए मतलब से धन्यवाद,0.386
01-00990-03,deepgram,gramvaani,telephony,N/A,दो महिना बीत जाने के बाद भी पोषाहार जो आंगनबाड़ी केन्द्रों धातृ माता बच्चों को दिया जाना है वो नहीं दी गई मैं झारखण्ड मोबाइल वाणी के माध्यम से,दो महीना बीत जाने के बाद भी गुवाहाटी केंद्र महात्मा का बच्चों को दिया जाना है उसी नई की गई मैं झारखंड भोपाल वाले के माध्यम से,0.511
01-11618-03,deepgram,gramvaani,telephony,N/A,इस मौके पर कम्युनिटी के सदस्य अद्या अमित कुमार भगत संपन गुप्ता सचिन नवीन बर्णवाल महासचिव सजन गुप्ता कोषाध्यक्ष मुन्ना केसरी प्रवीण मिश्रा राजेश मिश्रा भूपेश सिन्हा,इस मौके पर अंग्रेज़ी के सदस्य अभय अमित कुमार गुप्ता सचिन नवीन बनवाल महा सचिन रतन गुप्ता मिश्रा मिश्रा रजनीश मिश्रा भूपेश सिन्हा,0.535
01-04428-03,deepgram,gramvaani,telephony,N/A,सात प्रखंड कार्यालय में आधार कार्ड बनाने के लिए आयोजित तीन दिवसीय शिविर आज गुरुवार को समापन हो गया तीसरे और अंतिम दिन आधार कार्ड बनाने के लिए लोगो की काफी काफी भीड़ उमड़ पड़ी थी,सात प्रखंड का आधार card बनाने के लिए तारीख तीन दो अस्सी से भी सात गुरुवार को समापन हो गया तीसरे दिन आधार card बनाने के लिए लोगों की काफ़ी काफ़ी वीर कुमार पड़ी थी,0.83
02-13646-02,deepgram,gramvaani,telephony,N/A,नमस्कार दोस्तों गिद्धौर मोबाइल वाणी से मैं संजीवन कुमार सिंह सुहागिन महिलाओं ने पति के दीर्घआयु के लिए आज रखा है निर्जला उपवास पति के दीर्घ आयु के लिए सुहागिन महिलाओं ने,नमस्कार दोस्तों mobile वाले से मैं संजीवन कुमार सिंह हूं सुहागिन महिलाओं ने पति के दिल drive के लिए आ रखा है निर्वाह हुआ पति के दिल drive के लिए सुहागिन महिलाओं ने,0.656
01-05501-03,deepgram,gramvaani,telephony,N/A,देख छप्पन इंच का सीना आतंकवादियों को आया पसीना कह रहा है हिन्दू हिंदुस्तान सुधर जाओ रे पाकिस्तान,डेढ़ छप्पन inch का सीना आतंकवादियों को आया पसीना कह रहा है हिंदू हिंदुस्तान सुभाष और pakistan,2.197
01-01738-02,deepgram,gramvaani,telephony,N/A,भ्रष्टाचार शिष्टाचार बन गया है सभी जगह घूसखोरी निगरानी द्वारा उसी को पकड़ा जा रहा है जिस पर कोई पब्लिक पड़ गए हो और उसे पकड़वाया हो,भ्रष्टाचार वन गया है सभी जगह उसको भी निद्रा गुरुद्वारा उसी को पकड़ा जा रहा है जिस वर्ष कोई public पड़ गए हो और उसे पकड़वाया हो,0.423
02-16847-01,deepgram,gramvaani,telephony,N/A,हाथुडीह को मिलेगा जल संकट से निजात चलेगा तालाब जोड़ो अभियान खबर है महुदा से अगर सब कुछ योजनाबद्ध तरीके से हुआ तो तो शीघ्र ही हाथुडीह पंचायत के लोगों,हाथों डी को मिलेगा जल संकट से निजात चलेगा तालाब जोड़ो अभियान खबर है महोदय से अगर सब कुछ योजनाबद्ध तरीके से हुआ तो शीघ्र ही हाथों डी पंचायत के लोगों,0.684
13-00315-05,deepgram,gramvaani,telephony,N/A,विधायक सांसद जाना तय होगा,direct counter रहना pay होगा,0.547
02-17346-01,deepgram,gramvaani,telephony,N/A,के अध्यक्षता में संपन्न मंत्री परिषद की बैठक के बैठक के बाद पत्रकारों को सम्बोधित करते हुए मंत्रिमंडल सचिवालय विभाग के प्रधान सचिव,के अध्यक्षता में संपन्न मंत्री परिषद की बैठक की बैठक के बाद पत्रकारों को संबोधित करते हुए मंत्रिमंडल सचिवालय विभाग के प्रधान सचिव,0.513
01-02106-02,deepgram,gramvaani,telephony,N/A,और वे लोग भी अपनी मर्जी से तो एक दू महीना सब्जी बेचतें फिर अपने घर के पालन पोषण के लिए दूसरी जगह मजदूरी के लिए पलायन करते हैं,और वह है लोग भी बीमा जी के ऐसा एक दो महीना सर्दी देते हैं pickup में जाकर पालन पोषण के लिए दूसरी जगह मजदूरी के लिए plan करते हैं,0.475
02-21859-01,deepgram,gramvaani,telephony,N/A,तब तक आप सुनते रहिये हँसी की डोली कार्यक्रम आपके अपने मोबाइल वाणी पर अगर आपको हमारी खट्टी मीठी बातें दोस्तों और परिवार वालो को भी सुनाये,तब तक आप सुनते रहिये हंसी की टोली कार्यक्रम आपके अपने mobile वाणी पर अगर आपको हमारे खर्चे मीठी वाले दोस्तों और परिवार वालों को भी सुनाये,0.491
02-22739-01,deepgram,gramvaani,telephony,N/A,गुड़िया के लिए शायद वो आगे जानेंगे की माजी के बातों का का हमारे पति पर कितना असर पड़ता है हमारे पति हमारा साथ देंगे तब तक के लिए आप हमें बताइये,गुड़िया के लिए शायद वह आगे जानेंगे कि मां जी की बातों का का हमारे पति पर कितना असर पड़ता है हमारे पति हमारा साथ देंगे तब तक के लिए आप हमें बताइए,0.75
01-08047-01,deepgram,gramvaani,telephony,N/A,अधिकार की जानकारी दे तथा महिलाएं किसी भी अधिकार पर बहुत कम ही महिलायें भागीदारी ले पाती है क्योकि पंचायत की अधिकतर महिलाएं अशिक्षित होती,विकास की जानकारी दें तथा महिलाएं किसी भी अधिकार पर बहुत कम की महिलाएं भागीदारी ले पाती है क्योंकि पंचायत के अधिकतर महिलाएं,0.821
01-11183-02,deepgram,gramvaani,telephony,N/A,है जो जोकि चौथी पारी में असंभव बताया जा रहा है इंग्लैंड ने दिन का खेल ख़त्म होने तक बिना किसी नुकसान के तेईस रन बना लिए हैं,जो कि चौथी पारी में असंभव बताया जा रहा है england ने दिन का खेल खत्म होने तक बिना किसी नुकसान के तेईस run बना लिए हैं,1.209
02-16015-01,deepgram,gramvaani,telephony,N/A,की मदद से अफ़ग़ानिस्तान ने लचर शुरुआत से उबरकर बांग्लादेश के खिलाफ एशियाई कप,की मदद से afghanistan ने लचर शुरुआत से उबर कर बांग्लादेश के खिलाफ एशियाई cup,1.671
01-06755-01,deepgram,gramvaani,telephony,N/A,मैं राधु राय धनबाद मोबाइल मीडिया महुदा झारखंड से लव कुश योजना अधर में लटका चिलचिलाती धुप गर्म हवा गर्मी छियालीस डिग्री पर आम जन प्यासे और पशु पक्षी प्यास के मारे बेहाल पानी की खोज में दूर दूर तक भटक रहे,मैं राघव राज धनबाद अग्रवाल बढ़िया सौदा झारखंड जिला कुल्छी योजना घर में लटका इस इलाके दो गर्म हवा गर्मी चालीस degree पर आम जन प्यासे और पशु पत्ती इस प्रकार के मारे बेहाल अन्य क्षेत्रों में लोग दूर दूर तक बचाकर,6.801
01-03176-02,deepgram,gramvaani,telephony,N/A,जाने वाले रोड का पक्कीकरण व सौन्दर्यकरण किया जाएगा मौके पर आदिवासी विकास मंच के प्रवक्ता उमित सोरेन,जाने वाले road का वर्गीकरण और सौंदर्यीकरण किया जाएगा मौके पर आदिवासी विकास मंच के प्रवक्ता उन्नीस सौरेन,0.615
01-06865-02,deepgram,gramvaani,telephony,N/A,बजे तो सुनना न भूलें लें जनता की रिपोर्ट हर शाम पाँच बजे बजे आपके मोबाइल वाणी पर ध धन्यवाद,तो सुनना ना भूले play जनता की report हर शाम five:zero बजे आपके mobile वाणी पर धन्यवाद,0.81
01-06596-02,deepgram,gramvaani,telephony,N/A,किसानो को बोनस नहीं दी दी इस तरह बिहार के किसानो किसानो की आर्थिक स्थिति स्थिति अन्य राज्यों की तुलना में काफी दयनीय है इसके लिए यह सरकार काफी जिम्मेवार है धन्यवाद,किसानों को bonus नहीं दी इस तरह बिहार के किसानों शानो की आर्थिक क्षति अन्य राज्यों की तुलना में काफ़ी देनी है इसके लिए यह सरकार काफ़ी जिम्मेवार है,0.619
01-04132-03,deepgram,gramvaani,telephony,N/A,वन डब ऐट डबल जीरो द्वारा सोलह मार्च दो हजार सोलह को अनुसूचित जाती का प्रमाणपत्र हासिल कर चुनाव में आरक्षण का फायदा ले लिया श्री,one double eight double zero द्वारा सोलह march दो हज़ार सोलह को अनुसूचित जाति का प्रमाण पत्र हासिल कर चुनाव में आरक्षण का फ़ायदा ले लिया three,0.306
01-11742-01,deepgram,gramvaani,telephony,N/A,कर्मचारी राज्य बीमा योजना ना तथा एन पी एस के पास नए सदस्यों के नामांकन पर आधारित हैं हैं रिपोर्ट के अनुसार सितम्बर दो हज़ार सतरह से,कर्मचारी राज्य बीमा योजना तथा nps के पास नए सदस्यों के नामांकन पर आधारित है report के अनुसार september दो हज़ार सत्रह से,1.357
01-05071-03,deepgram,gramvaani,telephony,N/A,एक ऐसा कुछ अधिकर्मियों की गलती मान लो चाहे कुछ किसानों की गलती मान लो तो जरूरी नहीं है कि पूरे मध्य प्रदेश में हमारे सभी किसानों ने बीमा,कि ऐसा कुछ अधिकारियों की गलती मान लो चाहे कुछ किसानों की गलती मान लो तो ज़रूरी नहीं है कि पूरे मध्यप्रदेश में हमारे सभी किसानों ने बीमा,0.418
13-00272-06,deepgram,gramvaani,telephony,N/A,में की बोली गयी है कि बारह बजे दिन से से दो बजे तक ही ताजिया,अखिल मैं बोली गई है कि बारह बजे दिन से दो बजे तक के साथ या,1.035
01-12107-01,deepgram,gramvaani,telephony,N/A,ने छात्र को को इस आधार पर अनुमति दी है कि उसने दो हज़ार अठारह रा राष्ट्रीय पात्रता एवं प्रवेश परीक्षा क्षा असक्षम लोगों के वर्ग में पास की है,ने छात्रों को इस आधार पर अनुमति दी है कि उसने दो हज़ार अठारह पर राष्ट्रीय पात्रता एवं प्रवेश परीक्षा असक्षम लोगों के वर्ग में पास की,0.482
01-11453-01,deepgram,gramvaani,telephony,N/A,रेलवे में गेट मैन के लिए एक हज़ार चार सौ उनासी पदों के लिए करें अप्लाई ख़बर है पटना से पूर्व मध्य रेल ने एक हज़ार चार सौ उनासी पदों के लिए,railway में gateman के लिए एक हज़ार चार सौ उनासी पदों के लिए करें apply खबर है पटना से पूर्व मध्य rail ने एक हज़ार चार सौ उन्नासी पदों के लिए,0.458
01-01599-03,deepgram,gramvaani,telephony,N/A,की बहुत सी तरह की बीमारियाँ जो उत्प्न्न होती हैं जो की किसान भाई लोग काफ़ी दुःख छूटे हुए हैं और ऐसे ही मतलब बहुत सारे किसान हैं लेकिन फिर भी ये उर्वरक हमेशा डालतें हैं और आज तक हमारी झारखण्ड सरकार हैं की कुछ,जी बहुत ही तरह की बीमारियां उत्पन्न होती है जो कि किसान भाई लोग काफ़ी डूब चुके हुए हैं और ऐसे ही मतलब बहुत सारे किसान हैं लेकिन फिर भी यह rural हमेशा डालते हैं और आज तक हमारी झारखंड सरकार ऐसी,1.425
01-10772-03,deepgram,gramvaani,telephony,N/A,योजना लागू किए जाने पर आम लोगों ने सरकार व ज़िला प्रसाशन को बधाई भी दी और अब समाचार खेल से,लागू किए जाने पर आम लोगों ने सरकार व जिला प्रशासन को बधाई भी दी और अब समाचार खेल से,0.433
