file,model,source,condition,locality,reference,hypothesis,latency_s
02-18071-01,sarvam,gramvaani,telephony,N/A,हम लोगों को वेतन नहीं दिया जा रहा हैं इधर जिस आवास में हम लोग रहते हैं उस उसके मालिक को भी कंपनी की और से से ताला बंद करने का फरमान दिया गया है,"से हम लोगों को वेतन नहीं दिया जा रहा है। इधर जिस आवास में हम लोग रहते हैं, उसके मालिक को भी कंपनी की ओर से ताला बंद करने का फरमान दिया गया है।",3.407
02-17099-01,sarvam,gramvaani,telephony,N/A,मै रजनी कुमार सिंह जमुई से सोमवार को जिला परिषद की सामान्य बैठक अध्यक्ष व उपाध्यक्ष की,मैं रजनी कुमार सिंह जमुई से सोमवार को जिला परिषद की सामान्य बैठक अध्यक्ष व उपाध्यक्ष की।,2.244
01-06730-01,sarvam,gramvaani,telephony,N/A,है काफी प्रदूषण को लेकर आम लोगों को भी को भी जागरूक होने जरुरत है अन्यथा एक ऐसा समय आएगा जब प्रदूषण के दूषण के कारण जीवन  धन्यवाद,काफी प्रदूषण को लेकर आम लोगों को भी जागरूक होने की जरूरत है। यह अच्छा एक ऐसा समय आएगा जब प्रदूषण के कारण जीवन का धन्यवाद।,2.576
01-10262-03,sarvam,gramvaani,telephony,N/A,उद्देश्य है तभी तो इसमें सरकारी खर्च कल्याणकारी योजनाओं का चयन उनकी योजना का निष्पादन के तरीके और अनुवर्ती तरीके की लिए बहुत सारी विधियाँ होंगी,"उद्देश्य है तभी तो इसमें सरकारी खर्च, कल्याणकारी योजनाओं का चयन, उनकी योजना का निष्पादन के तरीके और अनुवर्ती तरीके के लिए बहुत सारी विधियाँ होंगी।",2.946
01-03753-01,sarvam,gramvaani,telephony,N/A,ग्राम पंचायत द्वारा प पानी की कोई सुविधा नहीं की जा रही है है यदि दि ग्राम पंचायत त द्वारा प पानी की कुछ की गयी है है तो,ग्राम पंचायत द्वारा पानी की कोई सुविधा नहीं की जा रही है। यदि ग्राम पंचायत द्वारा पानी की कोशिश की गई है तो।,2.743
01-01568-03,sarvam,gramvaani,telephony,N/A,और गुप्त रूप से छापामारी कर कार्रवाई करने का मापदंड अपनाने चाहिए मैं तेजनरायण ब्रह्मर्षि शान्ति प्रेरक की ओर से बिहार मोबाइल वाणी के लिए मधुबनी से से धन्यवाद,और गुप्त रूप से छापामारी कर कार्रवाई करने का मापदंड अपनाने चाहिए। मैं तेज नरेंद्र मस्ती शांति क्लब की ओर से बिहार मोबाइल वाणी के लिए मधुबनी से धन्यवाद।,2.956
01-00990-03,sarvam,gramvaani,telephony,N/A,दो महिना बीत जाने के बाद भी पोषाहार जो आंगनबाड़ी केन्द्रों धातृ माता बच्चों को दिया जाना है वो नहीं दी गई मैं झारखण्ड मोबाइल वाणी के माध्यम से,दो महीना बित जाने के बाद भी कोषाहार जो आंगनवाड़ी केंद्रों में मात्र माता बच्चों को दिया जाना है उसी नहीं की गई मैं झारखंड मोबाइल वाणी के माध्यम से,2.903
01-11618-03,sarvam,gramvaani,telephony,N/A,इस मौके पर कम्युनिटी के सदस्य अद्या अमित कुमार भगत संपन गुप्ता सचिन नवीन बर्णवाल महासचिव सजन गुप्ता कोषाध्यक्ष मुन्ना केसरी प्रवीण मिश्रा राजेश मिश्रा भूपेश सिन्हा,"इस मौके पर कमिटी के सदस्य अजय अमित कुमार भगत, संपम गुप्ता, सचिव नवीन बंडवाल, महासचिव अजन गुप्ता, कोषाध्यक्ष मुन्ना केसी, प्रवीण मिश्र, राजेश मिश्रा, भूपेश सिन्हा।",2.927
01-04428-03,sarvam,gramvaani,telephony,N/A,सात प्रखंड कार्यालय में आधार कार्ड बनाने के लिए आयोजित तीन दिवसीय शिविर आज गुरुवार को समापन हो गया तीसरे और अंतिम दिन आधार कार्ड बनाने के लिए लोगो की काफी काफी भीड़ उमड़ पड़ी थी,राहत प्रखंड कार्यालय में आधार कार्ड बनाने के लिए आयोजित दिन द्विवर्ष के लिए आज गुरुवार को समापन हो गया। इस दिन अंतिम दिन आधार कार्ड बनाने के लिए लोगों की काफी भीड़ कोमल पड़ी थी।,2.634
02-13646-02,sarvam,gramvaani,telephony,N/A,नमस्कार दोस्तों गिद्धौर मोबाइल वाणी से मैं संजीवन कुमार सिंह सुहागिन महिलाओं ने पति के दीर्घआयु के लिए आज रखा है निर्जला उपवास पति के दीर्घ आयु के लिए सुहागिन महिलाओं ने,"नमस्कार दोस्तों, गीत और मोबाइल वाणी से मैं संजीवन कुमार सिंह। सुहागिन महिलाओं ने पति के दीर्घायु के लिए आज रखा है निर्जला हुआ। पति के दीर्घायु के लिए सुहागिन महिलाओं ने।",2.798
01-05501-03,sarvam,gramvaani,telephony,N/A,देख छप्पन इंच का सीना आतंकवादियों को आया पसीना कह रहा है हिन्दू हिंदुस्तान सुधर जाओ रे पाकिस्तान,देख 56 इंच का सेना आतंकवादियों को आया पसीना कर रहा है हिंदु हिंदुस्तान सुधर जाओ रे पाकिस्तान,2.542
01-01738-02,sarvam,gramvaani,telephony,N/A,भ्रष्टाचार शिष्टाचार बन गया है सभी जगह घूसखोरी निगरानी द्वारा उसी को पकड़ा जा रहा है जिस पर कोई पब्लिक पड़ गए हो और उसे पकड़वाया हो,भ्रष्टाचार भ्रष्टाचार बन गया है। सभी जगह घुसखोरी निगरानी द्वारा उसी को पकड़ा जा रहा है जिस पर कोई पब्लिक पड़ गई हो और उसे पकड़ पाया हो।,2.7
02-16847-01,sarvam,gramvaani,telephony,N/A,हाथुडीह को मिलेगा जल संकट से निजात चलेगा तालाब जोड़ो अभियान खबर है महुदा से अगर सब कुछ योजनाबद्ध तरीके से हुआ तो तो शीघ्र ही हाथुडीह पंचायत के लोगों,"हाथुडी को मिलेगा जल संकट से निजात, चलेगा तालाब जोड़ो अभियान। खबर है महोदा से, अगर सब कुछ योजनाबद्ध तरीके से हुआ तो शीघ्र ही हाथुडी पंचायत के लोगों को।",2.624
13-00315-05,sarvam,gramvaani,telephony,N/A,विधायक सांसद जाना तय होगा,विधायक सांसद रहना तय होगा।,1.776
02-17346-01,sarvam,gramvaani,telephony,N/A,के अध्यक्षता में संपन्न मंत्री परिषद की बैठक के बैठक के बाद पत्रकारों को सम्बोधित करते हुए मंत्रिमंडल सचिवालय विभाग के प्रधान सचिव,अध्यक्षता में संपन्न मंत्री परिषद की बैठक के बैठक के बाद पत्रकारों को संबोधित करते हुए मंत्रिमंडल सचिवालय विभाग के प्रधान सचिव।,2.828
01-02106-02,sarvam,gramvaani,telephony,N/A,और वे लोग भी अपनी मर्जी से तो एक दू महीना सब्जी बेचतें फिर अपने घर के पालन पोषण के लिए दूसरी जगह मजदूरी के लिए पलायन करते हैं,"और वह लोग भी विमल जी के हिसाब से एक दो महीना सब्जी देते हैं, अपने घर के पालन पोषण के लिए दूसरी जगह मजदूरी के लिए स्थान करते हैं।",2.684
02-21859-01,sarvam,gramvaani,telephony,N/A,तब तक आप सुनते रहिये हँसी की डोली कार्यक्रम आपके अपने मोबाइल वाणी पर अगर आपको हमारी खट्टी मीठी बातें दोस्तों और परिवार वालो को भी सुनाये,तब तक आप सुनते रहिए हसी टिटोली कार्यक्रम आपके अपने मोबाइल वाणी पर और अगर आपको हमारे खट्टी मीठी वाले दोस्तों और परिवार वालों को भी सुनाए,2.593
02-22739-01,sarvam,gramvaani,telephony,N/A,गुड़िया के लिए शायद वो आगे जानेंगे की माजी के बातों का का हमारे पति पर कितना असर पड़ता है हमारे पति हमारा साथ देंगे तब तक के लिए आप हमें बताइये,"बुढ़िया के लिए शायद वो आगे जानेंगे कि माँ जी की बातों का हमारे पति पर कितना असर पड़ता है। हमारे पति हमारा साथ देंगे, तब तक के लिए आप हमें बताइए।",2.739
01-08047-01,sarvam,gramvaani,telephony,N/A,अधिकार की जानकारी दे तथा महिलाएं किसी भी अधिकार पर बहुत कम ही महिलायें भागीदारी ले पाती है क्योकि पंचायत की अधिकतर महिलाएं अशिक्षित होती,अधिकार की जानकारी दें तथा महिलाएँ किसी भी अधिकार पर बहुत कम ही महिलाएँ भागीदारी ले पाती हैं क्योंकि पंचायत के अधिकतर महिलाएँ अशिक्षित हैं।,2.814
01-11183-02,sarvam,gramvaani,telephony,N/A,है जो जोकि चौथी पारी में असंभव बताया जा रहा है इंग्लैंड ने दिन का खेल ख़त्म होने तक बिना किसी नुकसान के तेईस रन बना लिए हैं,यह जो कि चौथी पारी में असंभव बताया जा रहा है। इंग्लैंड ने दिन का खेल खत्म होने तक बिना किसी नुकसान के 23 रन बना लिए हैं।,2.735
02-16015-01,sarvam,gramvaani,telephony,N/A,की मदद से अफ़ग़ानिस्तान ने लचर शुरुआत से उबरकर बांग्लादेश के खिलाफ एशियाई कप,की मदद से अफगानिस्तान ने लचर शुरुआत से उभरकर बांग्लादेश के खिलाफ एशियाई कप गोल किया।,2.289
01-06755-01,sarvam,gramvaani,telephony,N/A,मैं राधु राय धनबाद मोबाइल मीडिया महुदा झारखंड से लव कुश योजना अधर में लटका चिलचिलाती धुप गर्म हवा गर्मी छियालीस डिग्री पर आम जन प्यासे और पशु पक्षी प्यास के मारे बेहाल पानी की खोज में दूर दूर तक भटक रहे,"मैं राधो राय, दिनबाद मोबाइल मीडिया महोदा झारखंड जिला पुर की योजना अगर में लटका। इस जिला से दूर गर्म हवा, गर्मी, चालीस डिग्री पर आमजन प्यादे और पशु पक्षी की छक्के व्यास के मारे देहाल। पानी की शो में लोग दूर दूर तक भतक रहे हैं।",3.396
01-03176-02,sarvam,gramvaani,telephony,N/A,जाने वाले रोड का पक्कीकरण व सौन्दर्यकरण किया जाएगा मौके पर आदिवासी विकास मंच के प्रवक्ता उमित सोरेन,जाने वाले रोड का पक्कीकरण व सौंदर्यीकरण किया जाएगा। मौके पर आदिवासी विकास मंच के प्रवक्ता उमेद सोरेन।,2.501
01-06865-02,sarvam,gramvaani,telephony,N/A,बजे तो सुनना न भूलें लें जनता की रिपोर्ट हर शाम पाँच बजे बजे आपके मोबाइल वाणी पर ध धन्यवाद,बजे तो सुनना ना भूलें। जनता की रिपोर्ट हर शाम पाँच बजे आपके मोबाइल वाणी पर। धन्यवाद।,2.582
01-06596-02,sarvam,gramvaani,telephony,N/A,किसानो को बोनस नहीं दी दी इस तरह बिहार के किसानो किसानो की आर्थिक स्थिति स्थिति अन्य राज्यों की तुलना में काफी दयनीय है इसके लिए यह सरकार काफी जिम्मेवार है धन्यवाद,किसानों को बोनस नहीं दी। इस तरह बिहार के किसानों की आर्थिक स्थिति अन्य राज्यों की तुलना में काफी दयनीय है। इसके लिए यह सरकार काफी जिम्मेवार है। धन्यवाद।,2.602
01-04132-03,sarvam,gramvaani,telephony,N/A,वन डब ऐट डबल जीरो द्वारा सोलह मार्च दो हजार सोलह को अनुसूचित जाती का प्रमाणपत्र हासिल कर चुनाव में आरक्षण का फायदा ले लिया श्री,वन एट डबल जीरो द्वारा सोलह मार्च दो हज़ार सोलह को अनुसूचित जाति का प्रमाणपत्र हासिल कर चुनाव में आरक्षण का फायदा ले लिया श्री।,3.214
01-11742-01,sarvam,gramvaani,telephony,N/A,कर्मचारी राज्य बीमा योजना ना तथा एन पी एस के पास नए सदस्यों के नामांकन पर आधारित हैं हैं रिपोर्ट के अनुसार सितम्बर दो हज़ार सतरह से,कर्मचारी राज्य बीमा योजना तथा एनपीएस के पास नए सदस्यों के नामांकन पर आधारित है। रिपोर्ट के अनुसार सितंबर 2017 से,2.745
01-05071-03,sarvam,gramvaani,telephony,N/A,एक ऐसा कुछ अधिकर्मियों की गलती मान लो चाहे कुछ किसानों की गलती मान लो तो जरूरी नहीं है कि पूरे मध्य प्रदेश में हमारे सभी किसानों ने बीमा,कि ऐसा कुछ अधिकारियों की गलती मान लो चाहे कुछ किसानों की गलती मान लो तो जरूरी नहीं है कि पूरे मध्य प्रदेश हमारे सभी किसानों ने बीमा।,2.655
13-00272-06,sarvam,gramvaani,telephony,N/A,में की बोली गयी है कि बारह बजे दिन से से दो बजे तक ही ताजिया,अपील में कि बोली गई है कि बारह बजे दिन से दो बजे तक ताजिया।,2.509
01-12107-01,sarvam,gramvaani,telephony,N/A,ने छात्र को को इस आधार पर अनुमति दी है कि उसने दो हज़ार अठारह रा राष्ट्रीय पात्रता एवं प्रवेश परीक्षा क्षा असक्षम लोगों के वर्ग में पास की है,ने छात्र को इस आधार पर अनुमति दी है कि उसने 2018 राष्ट्रीय पात्रता एवं प्रवेश परीक्षा असक्षम लोगों के वर्ग में पास की है।,2.632
01-11453-01,sarvam,gramvaani,telephony,N/A,रेलवे में गेट मैन के लिए एक हज़ार चार सौ उनासी पदों के लिए करें अप्लाई ख़बर है पटना से पूर्व मध्य रेल ने एक हज़ार चार सौ उनासी पदों के लिए,"रेलवे में गेटमैन के लिए 1479 पदों के लिए करें अप्लाई। खबर है पटना से, पूर्व मध्य रेल ने 1479 पदों के लिए।",2.585
01-01599-03,sarvam,gramvaani,telephony,N/A,की बहुत सी तरह की बीमारियाँ जो उत्प्न्न होती हैं जो की किसान भाई लोग काफ़ी दुःख छूटे हुए हैं और ऐसे ही मतलब बहुत सारे किसान हैं लेकिन फिर भी ये उर्वरक हमेशा डालतें हैं और आज तक हमारी झारखण्ड सरकार हैं की कुछ,कि बहुत सी तरह की बीमारियाँ उत्पन्न होती हैं जो कि किसान भाई लोग काफी डूब चुके हुए हैं और ऐसे ही मतलब बहुत सारे किसान हैं लेकिन फिर भी ये उर्वरक हमेशा डालते हैं और आज तक हमारी झारखंड सरकार ऐसी,3.202
01-10772-03,sarvam,gramvaani,telephony,N/A,योजना लागू किए जाने पर आम लोगों ने सरकार व ज़िला प्रसाशन को बधाई भी दी और अब समाचार खेल से,योजना लागू किए जाने पर आम लोगों ने सरकार व जिला प्रशासन को बधाई भी दी और अब समाचार खेल से।,2.459
